sex,age,income,wt,ht,bmi,waist
male,35,100000,78.8,176.7,25.24,83.3
male,34,35000,161.5,183,48.22,139.8
male,17,100000,53.3,172.9,17.83,71.4
male,42,20000,69.6,162.1,26.49,92
female,22,100000,76.9,161,29.67,96.4
female,78,45000,91,168,32.24,116.5
female,69,100000,62.3,175.7,20.18,78
female,53,55000,85.7,160.2,33.39,101.7
female,36,0,70.1,162,26.71,85.8
female,54,20000,71,163.2,26.66,89.6
female,25,25000,88.5,168.9,31.02,88.5
male,22,25000,62.6,165.4,22.88,81.1
male,48,25000,141.3,189.3,39.43,135.3
female,79,65000,75.3,168.7,26.46,97.2
male,32,25000,81.3,181.8,24.6,87.6
female,80,45000,68.3,151.7,29.68,96
female,65,75000,109.1,163.6,40.76,128.5
female,19,0,56.3,167.7,20.02,77.1
female,26,35000,64,158.7,25.41,86
female,43,25000,70.1,156.8,28.51,89.5
male,32,25000,84.8,174.6,27.82,98.8
male,40,25000,72.5,167.9,25.72,85.3
male,13,35000,52.9,168.2,18.7,71.6
female,71,35000,76.6,157.7,30.8,105.4
male,59,25000,87.1,170.8,29.86,99.2
male,53,100000,77.6,176.4,24.94,96.8
male,21,55000,60.5,170.1,20.91,74.8
male,55,20000,63.1,168.3,22.28,82.7
male,30,20000,62.2,175,20.31,79.8
female,17,35000,71.1,173.8,23.54,84.8
male,77,75000,84.7,175.4,27.53,105.1
male,27,10000,81.8,180.3,25.16,87
female,60,55000,76.9,150.2,34.09,115.6
female,53,20000,100.8,164.2,37.39,116.8
male,36,,89.5,184.8,26.21,91.1
female,80,< 20000,54.9,157.4,22.16,77.5
female,32,100000,49.8,165,18.29,70
male,51,35000,131.6,192.8,35.4,126.7
male,22,10000,85.8,171.6,29.14,96.5
female,20,0,78.3,170.8,26.84,97.7
female,32,25000,60.5,159.4,23.81,79.2
female,17,20000,50,158,20.03,66.9
male,19,0,76,178,23.99,75.2
male,38,10000,77.4,171,26.47,92.7
female,17,75000,48.7,165.7,17.74,67.2
male,50,15000,82.4,171.4,28.05,104.2
male,48,55000,66.3,174.1,21.87,85.7
male,19,5000,90.8,185.2,26.47,91.5
male,53,15000,83.1,177.8,26.29,100
female,18,100000,59.4,171.5,20.2,77.8
female,51,25000,75,151.8,32.55,101.6
male,37,,70,170.3,24.14,80.1
male,68,25000,128.3,180.2,39.51,128.4
female,39,0,73.9,160.1,28.83,91.9
female,23,25000,50.3,149.5,22.51,79.7
female,65,15000,67.9,152.4,29.23,
male,80,,61.2,166.4,22.1,87.9
female,64,< 20000,70.3,154.8,29.34,97.7
male,26,65000,98.8,186.2,28.5,98.5
female,31,25000,77.8,158.6,30.93,101.7
female,36,,94.4,162.2,35.88,109.2
female,21,25000,58.7,163.6,21.93,79.5
female,53,15000,77.2,167.9,27.39,99.6
male,56,25000,73.2,164.6,27.02,93.6
male,19,75000,83.1,176,26.83,81.5
female,31,25000,86.5,157,35.09,112.2
male,64,5000,65.5,175.7,21.22,83
female,36,65000,96,155.7,39.6,103.3
male,14,10000,99.8,176.6,32,103
female,61,20000,83.3,164.5,30.78,
male,17,55000,109.7,177,35.02,115.8
female,45,35000,71,159.7,27.84,89
female,41,20000,80.6,165.5,29.43,
male,14,20000,52.8,157.2,21.37,
male,37,45000,115.5,181.6,35.02,120.7
female,43,45000,58.7,160.5,22.79,75.2
female,43,5000,69.2,162.1,26.34,101.1
female,12,100000,55.9,154,23.57,78.7
male,37,25000,111.4,191.8,30.28,121.2
female,80,25000,62.1,145.1,29.5,97.8
male,30,10000,80.2,178.2,25.26,88.2
female,29,15000,89.3,164.5,33,93.5
male,36,100000,65.7,166.5,23.7,88
female,61,65000,102.6,168,36.35,119.3
female,77,15000,77.3,158.5,30.77,100.8
male,80,10000,76.1,167.5,27.12,108.5
female,30,75000,69.4,177.3,22.08,83.5
male,71,15000,80.5,162.8,30.37,106.7
male,30,35000,110.6,182.5,33.21,113
female,44,35000,66.4,161.7,25.39,87.5
female,69,10000,85.3,164,31.71,106.4
female,56,55000,105.2,165.3,38.5,103.7
female,22,5000,65.5,161.2,25.21,83.4
male,37,15000,84.7,193.3,22.67,94.9
male,37,5000,67.3,157.2,27.23,88.5
female,71,25000,90.3,158.1,36.13,112.7
female,58,15000,105.7,166.9,37.95,122.2
male,48,20000,91.6,181,27.96,109.4
female,24,,65.8,159.4,25.9,88.5
female,80,100000,68.9,168.6,24.24,86.5
male,62,75000,121.7,186.5,34.99,115.1
female,32,75000,52.3,154.5,21.91,77.8
female,13,25000,60.2,158.4,23.99,72.6
female,30,20000,64.3,166.2,23.28,76.4
female,31,55000,73.3,168.3,25.88,100.7
male,33,10000,82.4,171.3,28.08,93
male,21,45000,58.1,161.6,22.25,78.1
male,65,,80.5,179.7,24.93,94.4
female,42,25000,69.4,162.7,26.22,88.2
female,46,55000,49.6,150.2,21.99,77.4
female,49,35000,74.4,169.9,25.77,94.3
male,72,25000,66.7,171,22.81,89
female,75,100000,103.1,155.3,42.75,108.9
male,60,10000,103.6,176.8,33.14,112.8
male,54,55000,85.9,166.3,31.06,99.4
female,15,25000,83.4,161.4,32.02,113.8
female,69,25000,95.4,172.2,32.17,117.2
female,17,20000,58.2,163.9,21.67,79.6
male,49,20000,69.4,174.8,22.71,91.8
female,20,55000,76.1,170.2,26.27,92.4
male,37,75000,104.9,186.8,30.06,104.6
male,72,25000,90.3,178.3,28.4,104.9
female,26,25000,43.2,152.4,18.6,73.5
male,38,25000,97.1,173.5,32.26,108.7
female,18,25000,78.2,157.5,31.52,103
male,16,5000,43.2,157.3,17.46,66
female,60,5000,62,155.3,25.71,97
female,50,15000,76,162.8,28.68,100
male,33,45000,120.4,187,34.43,119.2
female,22,10000,58.7,153.3,24.98,86.9
male,14,25000,48.9,170.5,16.82,64.2
male,72,20000,62.4,178.5,19.58,89
female,23,< 20000,80.3,166.2,29.07,92.3
female,17,100000,54,161,20.83,74.5
female,13,10000,36.6,150.4,16.18,61.3
female,48,25000,79,147.3,36.41,115.2
female,40,25000,56.3,160.3,21.91,83.1
female,63,15000,69.5,161.5,26.65,94.5
female,60,,63.3,161.4,24.3,96.2
male,52,100000,106.5,181.3,32.4,109.3
male,73,45000,90.5,170.6,31.09,105.2
female,27,45000,71.4,157.8,28.67,98.8
female,43,75000,56.7,167.6,20.19,74.2
male,27,25000,101.7,189.1,28.44,95.5
female,25,65000,137.6,167.8,48.87,145.2
female,26,0,47.3,151.6,20.58,74.3
male,65,100000,96,169.9,33.26,111.2
male,58,100000,105,176.9,33.55,118.1
female,49,,63.9,166.6,23.02,81.5
female,78,15000,88.9,160.5,34.51,104.7
male,48,45000,108.5,169.6,37.72,126.4
female,48,25000,81.3,155.1,33.8,99.4
male,69,45000,111.7,173.1,37.28,127.5
female,39,100000,83.3,163.7,31.08,100
male,67,100000,128.8,170.3,44.41,133.4
male,54,20000,54.7,172.8,18.32,77.8
male,67,100000,69.2,173.5,22.99,89.5
male,18,100000,63.8,178.7,19.98,74.3
female,58,35000,70.9,152.2,30.61,91.2
male,80,20000,78.8,178.4,24.76,
female,80,20000,56.3,145.1,26.74,88.3
male,57,20000,80,168.1,28.31,102.5
male,18,20000,83.7,181.1,25.52,87.8
male,24,20000,79.6,171.6,27.03,87.5
female,48,35000,62.6,157.3,25.3,
female,70,5000,67.4,145.8,31.71,97.5
female,18,10000,108.3,153.9,45.72,112
male,71,25000,107.3,165.5,39.17,127.7
male,18,65000,107.6,178.9,33.62,99.4
male,69,20000,91.6,175.7,29.67,115.7
male,54,100000,117.1,179.5,36.34,123.2
female,68,20000,59.1,149.1,26.58,90.9
female,63,5000,77.9,154.4,32.68,102.7
female,15,20000,87.3,165.7,31.8,102.2
female,80,75000,56.8,158,22.75,81
female,71,25000,111.6,159,44.14,131.1
male,28,100000,115.9,180.3,35.65,118.5
female,54,15000,65.2,161.2,25.09,90.1
male,20,5000,88.1,181,26.89,88.9
female,37,20000,55,166.2,19.91,69.5
female,56,25000,67.8,145.6,31.98,103.8
male,74,20000,66.2,172.3,22.3,89.1
female,74,,81.2,160.6,31.48,115.3
male,50,100000,97.2,176.7,31.13,111.7
female,50,45000,108.4,155,45.12,122
female,17,35000,58.7,158.4,23.4,77.5
female,74,10000,70.2,160.6,27.22,92.6
female,19,25000,49.7,151.7,21.6,77.7
female,34,25000,69.2,166.5,24.96,86.2
male,57,100000,96.7,175.6,31.36,111.5
male,46,65000,117.4,177.8,37.14,124.3
male,31,75000,90.9,175.5,29.51,98
female,52,0,71.8,159.3,28.29,99.9
female,51,100000,61.5,163.5,23.01,80.6
male,52,10000,76,167.9,26.96,94.2
male,56,55000,82.1,174.9,26.84,101
female,74,10000,103.5,158.1,41.41,127.2
female,32,0,52.5,159.2,20.71,75.2
male,19,25000,87.6,176,28.28,92.9
male,49,20000,82,182.9,24.51,83
male,22,25000,69.4,175.2,22.61,81.8
female,58,100000,55,158.9,21.78,82.2
female,62,45000,65.7,162.9,24.76,85.9
female,36,5000,51.2,168.1,18.12,80
female,19,10000,97.5,165.1,35.77,113.5
female,37,35000,69.5,159.7,27.25,94.7
male,17,35000,144.8,176,46.75,139
male,46,75000,106.3,172.3,35.81,116.1
male,19,0,116.7,179.3,36.3,115.5
female,30,25000,61.1,166.1,22.15,79.2
female,14,75000,46.2,152.8,19.79,70.7
female,28,35000,86.6,154.6,36.23,110
male,28,10000,52.5,167.1,18.8,67.6
female,80,20000,57.3,142.6,28.18,
female,28,15000,83.7,171.6,28.42,96.5
female,23,5000,73.7,163.9,27.44,94.3
male,73,65000,70.5,155.6,29.12,94.2
male,52,45000,75.7,172.9,25.32,92.6
female,41,75000,75.6,161.5,28.99,94
male,14,65000,81,177.8,25.62,91.6
male,22,20000,56.3,169.6,19.57,78.2
female,26,25000,48.2,153.5,20.46,78.2
female,35,100000,118.2,169.6,41.09,127.8
female,68,15000,61.5,155.8,25.34,92.1
female,80,25000,74.9,162.5,28.36,95.3
male,18,100000,63.5,166.2,22.99,79.5
female,30,45000,63.4,160.4,24.64,83.3
female,45,25000,74.7,154.9,31.13,91.5
female,61,100000,53,158.3,21.15,75.9
female,80,5000,54.3,151.9,23.53,88.6
male,17,65000,58.5,169.5,20.36,65.8
male,12,35000,35.3,146.4,16.47,61
female,33,45000,67.8,174.9,22.16,86.2
female,21,20000,47.7,164.1,17.71,68.6
female,75,15000,80.7,151.5,35.16,110.5
male,18,20000,140.8,191.8,38.27,117.5
female,74,75000,74.3,154.2,31.25,86.4
male,21,25000,128.3,176.9,41,118.4
female,42,55000,152.4,168.8,53.49,148.7
female,48,20000,73.6,171.3,25.08,92.1
female,24,15000,96.6,163.9,35.96,117
female,45,15000,67.9,166,24.64,92.2
male,18,,60.4,175.9,19.52,73
female,29,35000,73.1,165.6,26.66,98.1
female,19,0,58.6,166.3,21.19,70.8
male,52,55000,68.5,176.5,21.99,77
male,61,100000,77.2,179.8,23.88,92.1
male,55,55000,81.5,166,29.58,99.2
female,17,25000,86.6,150.4,38.28,117.5
male,72,65000,99,183.1,29.53,105.2
female,62,,57.8,145.1,27.45,94.3
male,80,100000,103.5,172.4,34.82,129.4
female,52,65000,58.8,155,24.47,87.5
female,28,5000,74.3,156.7,30.26,90.9
male,14,0,57.3,174.3,18.86,70.7
male,31,10000,89.6,189.2,25.03,89.2
male,67,55000,145.6,178,45.95,140
female,47,20000,71.2,165.8,25.9,99.7
male,77,15000,102.2,180.3,31.44,114
female,74,15000,75.5,152.4,32.51,88.5
female,32,75000,80.4,175.8,26.01,90.5
female,17,100000,56.4,156.5,23.03,78.5
female,62,35000,77.2,166.2,27.95,101.5
male,26,45000,97.6,172.2,32.91,94.2
female,47,20000,80.2,171.5,27.27,91.1
female,58,< 20000,71.9,156.9,29.21,104.7
male,51,0,105.6,182.2,31.81,105.8
female,12,25000,72.4,149.6,32.35,99.5
female,57,15000,63.4,174.1,20.92,82.7
female,53,5000,83.4,164.4,30.86,99.8
female,66,100000,64,152.7,27.45,94.8
male,17,5000,82.6,165.9,30.01,103.2
female,15,25000,49.3,160.2,19.21,71.8
male,55,15000,73.4,162.2,27.9,95.1
female,48,10000,78.5,166.8,28.21,99.5
male,37,15000,89.6,189.1,25.06,95.3
male,40,75000,81.8,175,26.71,99.2
male,26,20000,71.5,168.2,25.27,91.2
male,23,35000,87.8,180.5,26.95,92.8
male,37,,65.1,165,23.91,89.4
male,33,10000,107.3,175.9,34.68,
male,43,20000,121.2,186.1,35,125.4
male,69,10000,110.9,188.9,31.08,120.4
male,25,5000,104.8,176.5,33.64,112.2
male,39,55000,94.9,170.4,32.68,102
male,22,35000,54.4,160.8,21.04,79.1
male,55,65000,134.8,183.3,40.12,126.5
female,28,5000,98.4,167.1,35.24,115
female,43,100000,61.1,158.8,24.23,84.5
male,34,45000,92.8,173.2,30.94,108.7
male,80,15000,75.9,177.1,24.2,94
male,15,55000,147.7,178.7,46.25,136.9
female,15,,71.7,163.5,26.82,80.4
female,57,55000,90.1,165.2,33.01,114.4
female,60,65000,85.3,154.4,35.78,119.5
male,22,15000,77.8,166.6,28.03,96.4
female,23,0,69.7,161.5,26.72,80
female,80,5000,74.8,155,31.13,98.2
female,45,10000,54.5,158.4,21.72,75.5
male,37,25000,74.2,161.7,28.38,95.5
male,47,100000,84.6,177.3,26.91,91
male,80,75000,104.6,175.7,33.88,118
female,71,75000,92.6,158.9,36.67,
male,78,10000,89.9,172.7,30.14,108.5
female,52,10000,59.3,143.3,28.88,92.6
male,56,35000,74.2,179.3,23.08,87.6
male,36,25000,87.7,166.1,31.79,105.8
female,46,20000,82.2,161.4,31.55,115.2
male,31,< 20000,90.7,166,32.91,104.8
male,49,25000,68.3,178.4,21.46,79
female,21,100000,77.4,161.2,29.79,102.8
female,73,20000,74.6,161.5,28.6,99.6
female,80,55000,69.1,150.3,30.59,100.3
female,16,25000,90.6,166.1,32.84,114.2
male,80,35000,58.3,158.7,23.15,
male,37,35000,105,178.5,32.95,111.6
female,21,45000,79.4,166.5,28.64,95.3
female,62,100000,93.3,155,38.83,118.2
male,40,20000,83.2,177.5,26.41,91.1
female,72,10000,57.1,150.8,25.11,87.5
female,80,35000,40.7,146.5,18.96,78.3
male,16,25000,53.5,170.2,18.47,68.5
male,70,10000,89.6,187.1,25.6,104.6
male,79,10000,105.7,181.5,32.09,115.7
male,39,20000,89.3,179.2,27.81,101.6
male,52,100000,96.8,180.6,29.68,104.7
male,37,35000,80.1,161.1,30.86,103.5
male,49,75000,115.8,184.9,33.87,119
female,53,35000,71.3,159.7,27.96,90.2
female,17,25000,61.7,161.1,23.77,77.9
female,20,0,92,162.1,35.01,109.7
male,20,25000,106.2,176.2,34.21,101.7
female,80,75000,60.4,149.7,26.95,100.9
male,25,25000,90.8,184.1,26.79,95.5
male,31,20000,113.7,168.3,40.14,120.9
female,80,25000,48.4,152.5,20.81,87.5
female,16,45000,56.5,163.6,21.11,74.3
female,19,25000,67.4,167.3,24.08,91.5
male,80,75000,94,177.6,29.8,111.6
female,47,35000,79.3,143.7,38.4,115.8
male,59,20000,118.4,181.7,35.86,116.3
female,57,20000,79.7,154.4,33.43,110
male,20,100000,81.9,184.9,23.96,82.8
male,63,5000,67.1,160.6,26.02,94.3
male,65,100000,80.1,181.1,24.42,94.5
female,56,25000,87,155.5,35.98,102.8
male,61,75000,100.7,177.6,31.93,103.2
female,32,55000,54.6,160.9,21.09,71.7
female,45,15000,49.2,157.8,19.76,82.4
male,41,55000,90.3,179.9,27.9,98.5
female,15,35000,73.6,155.7,30.36,96.7
male,15,65000,76.3,180.1,23.52,76.7
female,26,,50,151,21.93,78.4
female,80,15000,67.7,163,25.48,102.6
male,29,10000,95.3,179.6,29.54,99.3
female,38,75000,53.1,154.4,22.27,71.2
female,28,45000,56.5,152.6,24.26,88.6
male,80,75000,42.9,162.8,16.19,65.4
female,61,5000,166.1,157.5,66.96,156.1
male,18,15000,75.8,181.4,23.04,85.2
male,19,75000,68.6,174.3,22.58,78.8
female,27,100000,49,156.6,19.98,68.8
male,76,20000,69.4,170.6,23.85,98.5
male,53,35000,74,172.7,24.81,89.6
male,13,100000,48.8,155.5,20.18,73
male,31,45000,81.3,176.5,26.1,90.5
female,51,45000,77.3,169.3,26.97,87.5
male,71,100000,74,176.3,23.81,91.8
female,51,100000,53,158.5,21.1,80
male,37,20000,75.8,180.7,23.21,88
female,72,25000,53.6,168.4,18.9,80.7
female,33,100000,77.7,156.7,31.64,
female,70,75000,62.1,157.5,25.03,91.1
female,47,100000,61.1,168.6,21.49,84
male,14,75000,64.7,169.9,22.41,77.3
male,26,75000,82.1,175.6,26.63,93.5
male,28,75000,111.9,172.7,37.52,125.5
male,45,20000,67.8,175.1,22.11,88
male,33,20000,124.3,186.8,35.62,119.8
male,17,75000,76.3,171.1,26.06,91.8
male,40,25000,85.4,162.4,32.38,105.9
female,68,10000,71.1,156.5,29.03,107
male,15,100000,55.1,173.5,18.3,69.5
male,40,100000,89.1,171.7,30.22,105
female,57,35000,68.9,153.8,29.13,89.9
male,62,10000,70.9,156.8,28.84,111.3
female,15,20000,51.3,159.3,20.22,71.6
male,18,65000,85.3,184.7,25,84.5
male,73,100000,78.6,173.1,26.23,104.4
female,39,65000,50.7,161.3,19.49,68.3
male,40,20000,67.6,168.4,23.84,89.2
female,37,20000,73.5,155.5,30.4,95.1
male,34,75000,86.3,179.4,26.81,100.6
female,50,100000,69.8,152.6,29.97,98.5
female,18,55000,61.9,171.1,21.14,74.8
female,48,0,55.8,162.1,21.24,73.9
female,63,25000,67.9,152.6,29.16,86.9
male,38,65000,93.8,163.6,35.05,110.5
male,18,20000,73.6,165.9,26.74,95.8
female,80,10000,70.4,148.5,31.92,
female,18,100000,48.1,165.5,17.56,66.7
male,14,100000,64.2,171.3,21.88,79.5
female,15,25000,59.5,175.5,19.32,80
female,80,20000,46,157.2,18.61,75.2
male,28,100000,84.7,172.5,28.46,97.5
male,65,100000,106.6,173.6,35.37,120.3
male,63,75000,78,170.9,26.71,103.6
female,54,,69.1,148.3,31.42,99.5
male,42,20000,71.5,173.1,23.86,89.8
female,45,35000,84.7,162.5,32.08,100.5
male,21,,94,180.7,28.79,94.9
female,21,10000,69.8,172.9,23.35,76.3
female,32,55000,63.7,158.3,25.42,81.6
female,63,25000,65.7,148.7,29.71,97.3
female,40,0,50.3,158.2,20.1,71
male,80,55000,54.5,158.9,21.58,90.3
male,27,100000,69.1,174.2,22.77,81.6
male,24,45000,112.1,179.9,34.64,112.7
male,57,55000,93.1,170.7,31.95,105.9
male,52,65000,62.1,164.2,23.03,88.2
female,25,100000,47.5,159.4,18.69,67.3
male,61,65000,104.5,164.4,38.66,125.7
male,59,100000,64.6,171.2,22.04,82.4
female,60,100000,88.3,173.4,29.37,101.6
female,17,20000,55.3,163.8,20.61,73
male,32,25000,84.1,180.9,25.7,94.1
male,64,75000,88,183.7,26.08,96.9
male,21,45000,79.8,170,27.61,91.7
male,20,75000,65.9,168.2,23.29,77.5
male,20,5000,146.5,184.9,42.85,122
female,51,,86.2,154.8,35.97,118.8
male,80,35000,97.6,175.8,31.58,116
male,15,65000,51.7,175.3,16.82,67.8
female,74,65000,123.8,167.5,44.13,132.5
male,62,,74.5,165.4,27.23,104.4
male,51,10000,70.7,171.2,24.12,98.9
female,80,100000,59.1,157.6,23.79,89.6
male,27,20000,64.3,178.8,20.11,82.5
male,59,75000,85.4,188.2,24.11,91.3
male,13,< 20000,49.2,156.8,20.01,73
male,19,0,56,165.2,20.52,71.8
female,72,15000,63.4,150.2,28.1,97.1
female,22,20000,80.4,165.8,29.25,96.4
male,61,,89.8,179.1,28,95.4
male,20,25000,62.6,173.9,20.7,74.1
female,76,35000,73.8,161,28.47,84.8
male,14,20000,63.3,171.1,21.62,75.2
male,40,25000,65.9,161.5,25.27,85.2
male,39,100000,114.6,180.9,35.02,115.7
male,17,100000,63.9,162.6,24.17,78.4
male,79,20000,87.9,183.7,26.05,109.2
female,73,20000,79.1,150.3,35.02,
female,80,25000,51.3,152.2,22.15,82.8
female,40,,63.6,148.4,28.88,93.6
female,38,15000,108.2,175.3,35.21,123.9
female,28,25000,102.8,165.7,37.44,110.7
male,36,55000,73.7,173.4,24.51,88.9
female,20,10000,56,158.9,22.18,78.1
female,55,100000,61.8,148.9,27.87,91.7
male,67,65000,82.2,164.1,30.52,107.2
male,42,20000,82.1,173.9,27.15,94.3
female,45,45000,82.7,157.6,33.3,100.6
male,27,75000,71.7,173.4,23.85,89
female,30,65000,195.3,165.5,71.3,
male,27,55000,101.7,181.8,30.77,98.9
female,80,0,68.4,146.6,31.83,94.6
female,63,20000,74,165.1,27.15,91.8
female,31,55000,64.1,152.4,27.6,91.2
male,29,0,81.2,163.8,30.26,95.3
female,77,0,53.7,142.9,26.3,87.3
male,25,35000,94.2,176.5,30.24,101.1
male,80,20000,78.6,168.3,27.75,107.5
male,49,45000,108,178.5,33.9,113.3
female,16,25000,43.3,154.4,18.16,70.5
female,57,20000,99,139.8,50.65,130.5
female,75,35000,70.3,153.4,29.87,101.3
female,43,20000,75.8,168.1,26.82,93.8
female,80,10000,63.8,157.4,25.75,100.3
male,44,25000,76.3,170.4,26.28,97.7
female,29,35000,74.1,157.3,29.95,91.8
female,60,35000,66.8,154.7,27.91,101.3
female,61,20000,76.2,156.4,31.15,104.9
female,26,35000,76.4,154.9,31.84,86.8
female,13,100000,61.6,166.3,22.27,74.2
female,53,100000,82.2,168.4,28.99,91.8
male,62,35000,83.5,169.2,29.17,111
female,80,20000,71.8,152.5,30.87,103.6
female,19,20000,48.3,156.1,19.82,75
female,26,25000,92.1,168,32.63,104.7
male,57,55000,72.3,169.8,25.08,90.1
male,20,0,68.5,158.6,27.23,83.5
female,41,15000,60.4,157.4,24.38,84
female,72,100000,67.7,152.1,29.26,91.5
male,44,100000,104.5,179.3,32.51,105.6
female,80,45000,69.7,161.7,26.66,100.4
male,79,5000,55.6,169.5,19.35,80.1
female,78,10000,74,159.8,28.98,95.6
female,55,15000,72.8,165.9,26.45,89.8
male,43,100000,94.5,174.4,31.07,
male,49,35000,108.6,184.7,31.83,106.7
female,17,20000,65.9,157.9,26.43,91.1
male,72,75000,88.2,177.4,28.03,99.9
male,46,25000,68.4,169.5,23.81,89.1
female,74,< 20000,85.8,164.7,31.63,115.2
male,39,5000,87.5,179.9,27.04,97.5
female,26,10000,53.1,149.6,23.73,76.2
male,16,20000,62.2,176.5,19.97,70.4
female,55,20000,56.2,162.1,21.39,86.2
male,19,25000,66.8,168.7,23.47,76.2
female,29,100000,61,161.8,23.3,82
female,67,25000,54.1,158.8,21.45,75.9
female,74,35000,78.1,168.1,27.64,103.5
male,32,,76.1,151.7,33.07,
female,36,100000,58.3,161.3,22.41,75.1
male,62,100000,90.3,172.8,30.24,108.3
female,32,< 20000,76.6,157.1,31.04,95.1
female,23,25000,78.9,161.4,30.29,85.9
female,52,0,65.3,166.6,23.53,93.5
female,32,20000,58,150.3,25.67,88.2
female,40,25000,53.6,158.2,21.42,70.3
female,56,45000,78.3,164.1,29.08,95
male,57,25000,105.4,165.3,38.57,129
female,17,,73.1,165.3,26.75,86
female,32,10000,136.3,180.9,41.65,144.5
female,22,5000,68.9,171.6,23.4,84.6
female,59,25000,76.5,154.2,32.17,97
female,22,0,55.4,170.3,19.1,76.6
male,18,15000,64.2,174.2,21.16,75.2
male,50,15000,83.4,165.5,30.45,103
male,48,65000,86.2,168.5,30.36,109.6
female,47,20000,61.2,144.8,29.19,88.6
male,14,5000,56.4,164.5,20.84,73.7
female,55,20000,61.7,156.1,25.32,92
male,28,75000,69.9,182.1,21.08,84.5
male,20,35000,90.9,178.1,28.66,94
male,67,100000,58.6,162.8,22.11,83
female,14,25000,44.7,151.2,19.55,66.9
male,80,35000,76,173.8,25.16,94.9
male,55,15000,116.4,186.1,33.61,123
female,20,55000,75.5,170.3,26.03,80.4
male,40,20000,72.2,167.9,25.61,90.2
female,42,,69,161.1,26.59,88.7
male,12,45000,44.7,153.1,19.07,70.7
female,46,20000,98.6,161.9,37.62,114.6
female,56,65000,82.1,164.5,30.34,105.1
female,54,25000,62.5,149.9,27.81,97.5
female,50,25000,86.4,164.5,31.93,106.1
female,80,20000,69.3,160.9,26.77,83.2
female,13,,51.4,159,20.33,
male,61,15000,69.3,170.9,23.73,84.5
male,67,35000,77.5,157.8,31.12,102.3
female,26,20000,115.4,159,45.65,127.6
male,19,35000,66.6,177.3,21.19,73.7
male,53,45000,93,189.8,25.82,100.2
male,14,100000,94.4,165.9,34.3,116.4
female,17,35000,53.2,162.4,20.17,72.6
female,55,35000,61.4,154.7,25.66,80.1
female,40,25000,82.9,153.2,35.32,97.6
male,47,20000,103.2,177.2,32.87,103.5
male,29,25000,72.1,173.2,24.03,87.4
female,57,25000,61.1,151.6,26.59,92.5
female,54,10000,67.6,180.7,20.7,87.5
female,54,100000,104.4,178.1,32.91,103.7
female,55,20000,59.7,150.8,26.25,90.3
female,27,45000,70,161.2,26.94,88
male,64,35000,98.6,182.5,29.6,101.3
female,37,,59.5,156.7,24.23,87.5
male,58,25000,96.4,176,31.12,110.2
male,19,45000,97.8,179.4,30.39,97.5
male,61,25000,110.4,180.6,33.85,115.7
male,80,20000,79.8,164.2,29.6,107.2
male,31,100000,86.1,181.3,26.19,95.9
female,60,20000,61.6,160.7,23.85,88.1
female,67,45000,107,167.7,38.05,
female,44,25000,75.3,164.4,27.86,98.3
male,15,20000,65.1,158,26.08,82.9
female,15,45000,48.9,156.5,19.97,70.8
female,47,100000,52.1,156.5,21.27,77.4
female,37,65000,81.3,168.8,28.53,99.7
female,32,5000,87.7,157.7,35.26,
male,40,5000,97.7,191.4,26.67,96.1
female,17,15000,62,161.1,23.89,80.5
male,17,75000,89.8,183.8,26.58,87.1
male,33,45000,97.1,165.5,35.45,105.3
female,71,20000,70.4,158.1,28.16,104.5
female,26,55000,140.3,171.7,47.59,135.3
male,80,100000,90.3,172.3,30.42,108.6
male,76,20000,65.3,174.9,21.35,90.5
female,58,75000,78.2,174.5,25.68,94.4
female,79,25000,68.9,160.1,26.88,100.2
female,34,45000,72.8,167.2,26.04,88.9
male,58,100000,105.3,181.2,32.07,106.2
male,53,55000,66.8,165.1,24.51,89.3
male,13,55000,68.2,167.8,24.22,81.3
female,46,10000,99.7,168.1,35.28,111.2
female,53,25000,120.1,168.2,42.45,126.4
male,80,25000,92.8,180.7,28.42,112.8
female,16,100000,79.6,159.6,31.25,90.1
female,30,100000,70.9,171,24.25,84.6
female,63,15000,73.2,169,25.63,94.5
female,69,100000,50.5,168.9,17.7,69.5
male,42,45000,87,175.2,28.34,97.4
male,42,,65.6,172.6,22.02,81.5
